a_timestamp,a_name,edits_live_pre,edits_deleted_pre,edits_total_pre,edits_live_post,edits_deleted_post,edits_total_post
20210113205613,Ivanvector,4135.0,109.0,4244.0,0.0,0.0,0.0
20210121171924,Hog Farm,19542.0,1935.0,21477.0,0.0,0.0,0.0
20210129171856,Ponyo,10068.0,199.0,10267.0,0.0,0.0,0.0
20210201001618,Hiberniantears,2.0,0.0,2.0,0.0,0.0,0.0
20210222135314,TJMSmith,12931.0,222.0,13153.0,0.0,0.0,0.0
20210301002044,Alexandria,3.0,0.0,3.0,0.0,0.0,0.0
20210301002053,Happyme22,2.0,0.0,2.0,0.0,0.0,0.0
20210401015907,Enchanter,8.0,0.0,8.0,0.0,0.0,0.0
20210501000816,Husond,1.0,0.0,1.0,0.0,0.0,0.0
20210501000823,MattWade,3.0,0.0,3.0,0.0,0.0,0.0
20210501000829,MJCdetroit,6.0,0.0,6.0,0.0,0.0,0.0
20210501000835,Carioca,1.0,0.0,1.0,0.0,0.0,0.0
20210501000841,Vague Rant,2.0,0.0,2.0,0.0,0.0,0.0
20210501000845,Kingboyk,7554.0,721.0,8275.0,0.0,0.0,0.0
20210501000855,Gwen Gale,4.0,0.0,4.0,0.0,0.0,0.0
20210501000859,AniMate,3.0,0.0,3.0,0.0,0.0,0.0
20210522151514,Renamed user 7z42t3k8qj,8266.0,917.0,9183.0,0.0,0.0,0.0
20210523041602,Less Unless,9790.0,422.0,10212.0,0.0,0.0,0.0
20210601002036,Mulad,1.0,0.0,1.0,0.0,0.0,0.0
20210601002051,Vianello,35.0,0.0,35.0,0.0,0.0,0.0
20210601002100,Who,2.0,0.0,2.0,0.0,0.0,0.0
20210601002112,ThaddeusB,8.0,0.0,8.0,0.0,0.0,0.0
20210601002156,Eliz81,8.0,0.0,8.0,0.0,0.0,0.0
20210612144302,Trialpears,7393.0,859.0,8252.0,0.0,0.0,0.0
20210701002721,Nickshanks,7.0,1.0,8.0,0.0,0.0,0.0
20210701002728,Ultraexactzz,15.0,1.0,16.0,0.0,0.0,0.0
20210701002734,Schissel,99.0,1.0,100.0,0.0,0.0,0.0
20210701002750,Kees08,2652.0,15.0,2667.0,0.0,0.0,0.0
20210709170730,BusterD,2136.0,37.0,2173.0,0.0,0.0,0.0
20210801004717,Emperor,8.0,0.0,8.0,0.0,0.0,0.0
20210815122302,Jake Wartenberg,3.0,1.0,4.0,0.0,0.0,0.0
20210901002246,Mark Arsten,3.0,0.0,3.0,0.0,0.0,0.0
20210901002255,Dppowell,2.0,0.0,2.0,0.0,0.0,0.0
20210901002315,Black Falcon,1034.0,60.0,1094.0,0.0,0.0,0.0
20210911131757,Blablubbs,22043.0,1118.0,23161.0,0.0,0.0,0.0
20211001000557,Mindspillage,4.0,0.0,4.0,0.0,0.0,0.0
20211001000603,JDoorjam,10.0,0.0,10.0,0.0,0.0,0.0
20211001000609,Brian0918,3.0,0.0,3.0,0.0,0.0,0.0
20211001000620,Karanacs,44.0,0.0,44.0,0.0,0.0,0.0
20211007185937,Clpo13,108.0,4.0,112.0,0.0,0.0,0.0
20211101002135,GermanJoe,8299.0,200.0,8499.0,0.0,0.0,0.0
