a_timestamp,a_name,edits_live_pre,edits_deleted_pre,edits_total_pre,edits_live_post,edits_deleted_post,edits_total_post
20100103102523,Jafeluv,0.0,0.0,0.0,7.0,0.0,7.0
20100111000345,GlassCobra,0.0,0.0,0.0,12.0,0.0,12.0
20100116170516,Rlendog,0.0,0.0,0.0,3751.0,20.0,3771.0
20100119164522,Floquenbeam,0.0,0.0,0.0,2067.0,26.0,2093.0
20100123185011,DoRD,0.0,0.0,0.0,115.0,2.0,117.0
20100203032302,Explicit,0.0,0.0,0.0,3726.0,518.0,4244.0
20100204160346,Calmer Waters,0.0,0.0,0.0,2.0,0.0,2.0
20100209020939,J04n,0.0,0.0,0.0,265.0,11.0,276.0
20100209101541,Phantomsteve,0.0,0.0,0.0,166.0,6.0,172.0
20100209194413,Father Goose,0.0,0.0,0.0,39.0,0.0,39.0
20100212035529,Mike Cline,0.0,0.0,0.0,116.0,2.0,118.0
20100215104501,Kingpin13,0.0,0.0,0.0,6.0,0.0,6.0
20100301210238,The Wordsmith,0.0,0.0,0.0,4.0,0.0,4.0
20100311202357,Timotheus Canens,0.0,0.0,0.0,618.0,10.0,628.0
20100328073401,JzG,0.0,0.0,0.0,23433.0,707.0,24140.0
20100410211644,Spartaz,0.0,0.0,0.0,5041.0,198.0,5239.0
20100416162725,Excirial,0.0,0.0,0.0,124.0,0.0,124.0
20100420000142,Kww,0.0,0.0,0.0,11.0,0.0,11.0
20100422144642,Jamesofur,0.0,0.0,0.0,7.0,0.0,7.0
20100424012205,Barek,0.0,0.0,0.0,44.0,0.0,44.0
20100424182918,Ceranthor,0.0,0.0,0.0,55.0,0.0,55.0
20100501163813,HJ Mitchell,0.0,0.0,0.0,2805.0,15.0,2820.0
20100503005657,Shirik,0.0,0.0,0.0,2.0,0.0,2.0
20100503034331,Blurpeace,0.0,0.0,0.0,7.0,0.0,7.0
20100511181518,Bubba hotep,0.0,0.0,0.0,2.0,0.0,2.0
20100511213636,FT2,0.0,0.0,0.0,176.0,0.0,176.0
20100519181428,Tide rolls,0.0,0.0,0.0,1174.0,19.0,1193.0
20100520073245,AlexandrDmitri,0.0,0.0,0.0,1.0,0.0,1.0
20100523032002,Courcelles,0.0,0.0,0.0,47.0,0.0,47.0
20100523143205,Arsenikk,0.0,0.0,0.0,3.0,0.0,3.0
20100525180801,Mattinbgn,0.0,0.0,0.0,638.0,4.0,642.0
20100531182938,Waldyrious,0.0,0.0,0.0,186.0,3.0,189.0
20100603190944,SarekOfVulcan,0.0,0.0,0.0,235.0,9.0,244.0
20100607142608,X!,0.0,0.0,0.0,18.0,0.0,18.0
20100616144326,Soap,0.0,0.0,0.0,2193.0,21.0,2214.0
20100620154118,Moondyne,0.0,0.0,0.0,29.0,0.0,29.0
20100621124232,JBW,0.0,0.0,0.0,7187.0,538.0,7725.0
20100622012343,NativeForeigner,0.0,0.0,0.0,47.0,0.0,47.0
20100706185557,MGA73,0.0,0.0,0.0,261.0,543.0,804.0
20100710220148,Ryan Norton,0.0,0.0,0.0,5.0,0.0,5.0
20100712230622,Iridescent,0.0,0.0,0.0,95947.0,947.0,96894.0
20100713214608,Voice of Clam,0.0,0.0,0.0,692.0,13.0,705.0
20100719220710,Fox,0.0,0.0,0.0,250.0,6.0,256.0
20100725175903,Thumperward,0.0,0.0,0.0,1873.0,32.0,1905.0
20100726153833,Favonian,0.0,0.0,0.0,10546.0,84.0,10630.0
20100728225937,Bsadowski1,0.0,0.0,0.0,140.0,1.0,141.0
20100729022843,Killiondude,0.0,0.0,0.0,140.0,4.0,144.0
20100729183711,Joe Decker,0.0,0.0,0.0,3.0,0.0,3.0
20100809184847,Mkativerata,0.0,0.0,0.0,4.0,0.0,4.0
20100816212019,GorillaWarfare,0.0,0.0,0.0,24028.0,164.0,24192.0
20100817164321,Nev1,0.0,0.0,0.0,7.0,0.0,7.0
20100820082756,Doc James,0.0,0.0,0.0,14754.0,75.0,14829.0
20100824141211,Nikkimaria,0.0,0.0,0.0,13877.0,263.0,14140.0
20100825122219,Airplaneman,0.0,0.0,0.0,1262.0,8.0,1270.0
20100825215505,WOSlinker,0.0,0.0,0.0,56799.0,1847.0,58646.0
20100827005304,Anachronist,0.0,0.0,0.0,1994.0,63.0,2057.0
20100830225238,Michig,0.0,0.0,0.0,590.0,3.0,593.0
20100831182653,Mandsford,0.0,0.0,0.0,4860.0,1.0,4861.0
20100901230734,HelloAnnyong,0.0,0.0,0.0,9.0,0.0,9.0
20100902054800,Connormah,0.0,0.0,0.0,4284.0,13.0,4297.0
20100907111829,BigDom,0.0,0.0,0.0,146.0,0.0,146.0
20100907221024,Useight,0.0,0.0,0.0,2939.0,62.0,3001.0
20100911020505,Magog the Ogre,0.0,0.0,0.0,1370.0,1445.0,2815.0
20100921021636,Ron Ritzman,0.0,0.0,0.0,4.0,0.0,4.0
20101005021224,Eagles247,0.0,0.0,0.0,18396.0,1169.0,19565.0
20101009004302,Seddon,0.0,0.0,0.0,171.0,3.0,174.0
20101016194151,Vejvančický,0.0,0.0,0.0,19.0,0.0,19.0
20101016214144,Laser brain,0.0,0.0,0.0,961.0,1.0,962.0
20101025123426,Leyo,0.0,0.0,0.0,1406.0,7.0,1413.0
20101028063545,Diannaa,0.0,0.0,0.0,21110.0,1908.0,23018.0
20101031234930,TheCatalyst31,0.0,0.0,0.0,5955.0,20.0,5975.0
20101105213137,SB Johnny,0.0,0.0,0.0,6.0,0.0,6.0
20101112153743,VernoWhitney,0.0,0.0,0.0,13.0,0.0,13.0
20101118184643,Sphilbrick,0.0,0.0,0.0,10816.0,937.0,11753.0
20101119050541,PresN,0.0,0.0,0.0,3386.0,48.0,3434.0
20101128193833,Panyd,0.0,0.0,0.0,273.0,34.0,307.0
20101231001413,Grondemar,0.0,0.0,0.0,195.0,0.0,195.0
