a_timestamp,a_name,edits_live_pre,edits_deleted_pre,edits_total_pre,edits_live_post,edits_deleted_post,edits_total_post
20090113035529,Xavexgoem,0.0,0.0,0.0,99.0,0.0,99.0
20090116210116,CRGreathouse,0.0,0.0,0.0,99.0,0.0,99.0
20090117173020,Kanonkas,0.0,0.0,0.0,92.0,1.0,93.0
20090122010703,Geni,0.0,0.0,0.0,813.0,3.0,816.0
20090123222421,R'n'B,0.0,0.0,0.0,20208.0,625.0,20833.0
20090202201713,RegentsPark,0.0,0.0,0.0,4806.0,61.0,4867.0
20090207113811,Somno,0.0,0.0,0.0,14.0,0.0,14.0
20090209142805,Thatcher,0.0,0.0,0.0,1.0,0.0,1.0
20090212231727,WereSpielChequers,0.0,0.0,0.0,30558.0,6754.0,37312.0
20090214085045,NJA,0.0,0.0,0.0,3657.0,36.0,3693.0
20090221120908,Amalthea,0.0,0.0,0.0,4.0,0.0,4.0
20090221122011,Chris G,0.0,0.0,0.0,4.0,0.0,4.0
20090224203052,MSGJ,0.0,0.0,0.0,6773.0,626.0,7399.0
20090227211043,Mfield,0.0,0.0,0.0,7.0,0.0,7.0
20090306061138,Valley2city,0.0,0.0,0.0,89.0,0.0,89.0
20090308202656,Mufka,0.0,0.0,0.0,3.0,0.0,3.0
20090309132804,Bald Zebra,0.0,0.0,0.0,3.0,0.0,3.0
20090311150521,Camw,0.0,0.0,0.0,1.0,0.0,1.0
20090314043553,Dragons flight,0.0,0.0,0.0,55.0,0.0,55.0
20090319131122,Kimchi.sg,0.0,0.0,0.0,4.0,1.0,5.0
20090320175614,OverlordQ,0.0,0.0,0.0,2.0,0.0,2.0
20090321144709,Ged UK,0.0,0.0,0.0,601.0,114.0,715.0
20090324052158,Al Ameer son,0.0,0.0,0.0,5341.0,18.0,5359.0
20090325193320,Someguy1221,0.0,0.0,0.0,83.0,0.0,83.0
20090326001656,Lofty abyss,0.0,0.0,0.0,499.0,1.0,500.0
20090328235031,Smith609,0.0,0.0,0.0,65.0,0.0,65.0
20090330204009,Pedro,0.0,0.0,0.0,9.0,1.0,10.0
20090402154316,Seddon,0.0,0.0,0.0,171.0,3.0,174.0
20090403011009,Indubitably,0.0,0.0,0.0,5.0,0.0,5.0
20090405180606,Wknight94,0.0,0.0,0.0,13.0,0.0,13.0
20090407210539,AlexiusHoratius,0.0,0.0,0.0,260.0,0.0,260.0
20090409115131,Tassedethe,0.0,0.0,0.0,65542.0,1818.0,67360.0
20090409115247,Toon05,0.0,0.0,0.0,3.0,0.0,3.0
20090413124018,BOZ,0.0,0.0,0.0,15794.0,123.0,15917.0
20090413125805,AFigureOfBlue,0.0,0.0,0.0,1.0,0.0,1.0
20090415095625,Closedmouth,0.0,0.0,0.0,23.0,0.0,23.0
20090415142405,Spinningspark,0.0,0.0,0.0,5868.0,524.0,6392.0
20090415154305,Orlady,0.0,0.0,0.0,85.0,0.0,85.0
20090422031557,Vianello,0.0,0.0,0.0,35.0,0.0,35.0
20090425213801,TheDJ,0.0,0.0,0.0,590.0,6.0,596.0
20090502232403,Graeme Bartlett,0.0,0.0,0.0,15724.0,1107.0,16831.0
20090503115056,AGK,0.0,0.0,0.0,201.0,2.0,203.0
20090505133752,Rjanag,0.0,0.0,0.0,2.0,0.0,2.0
20090509204013,Dinoguy1000,0.0,0.0,0.0,147.0,1.0,148.0
20090511001901,Laser brain,0.0,0.0,0.0,961.0,1.0,962.0
20090511210606,Rosiestep,0.0,0.0,0.0,45543.0,336.0,45879.0
20090512165935,MattWade,0.0,0.0,0.0,3.0,0.0,3.0
20090516234456,Runningonbrains,0.0,0.0,0.0,1049.0,4.0,1053.0
20090518020510,Kotra,0.0,0.0,0.0,6.0,0.0,6.0
20090526110009,SlimVirgin,0.0,0.0,0.0,3668.0,140.0,3808.0
