a_timestamp,a_name,edits_live_pre,edits_deleted_pre,edits_total_pre,edits_live_post,edits_deleted_post,edits_total_post
20170102022111,Briangotts,0.0,0.0,0.0,2.0,0.0,2.0
20170102022119,Kim Dent-Brown,0.0,0.0,0.0,3.0,0.0,3.0
20170105161742,NinjaRobotPirate,0.0,0.0,0.0,16365.0,101.0,16466.0
20170106180015,Schwede66,0.0,0.0,0.0,19857.0,249.0,20106.0
20170107203844,K6ka,0.0,0.0,0.0,2289.0,81.0,2370.0
20170110140026,Ealdgyth,0.0,0.0,0.0,4671.0,1.0,4672.0
20170111152131,Ferret,0.0,0.0,0.0,9352.0,169.0,9521.0
20170111212230,Cyberpower678,0.0,0.0,0.0,940.0,151.0,1091.0
20170113114617,Mz7,0.0,0.0,0.0,8026.0,157.0,8183.0
20170116210138,Primefac,0.0,0.0,0.0,19140.0,2377.0,21517.0
20170129054145,Dodger67,0.0,0.0,0.0,1819.0,91.0,1910.0
20170201052528,Ronnotel,0.0,0.0,0.0,2.0,0.0,2.0
20170201052538,Islander,0.0,0.0,0.0,2.0,0.0,2.0
20170201052545,Chamal N,0.0,0.0,0.0,1.0,0.0,1.0
20170201052552,Isomorphic,0.0,0.0,0.0,17.0,1.0,18.0
20170211172525,Deckiller,0.0,0.0,0.0,5.0,0.0,5.0
20170219223225,Amortias,0.0,0.0,0.0,109.0,9.0,118.0
20170305215347,TheDJ,0.0,0.0,0.0,590.0,6.0,596.0
20170401125521,Gdr,0.0,0.0,0.0,4.0,0.0,4.0
20170401125543,Longhair,0.0,0.0,0.0,37.0,0.0,37.0
20170405202808,Karanacs,0.0,0.0,0.0,44.0,0.0,44.0
20170406171221,Berean Hunter,0.0,0.0,0.0,4125.0,58.0,4183.0
20170419092951,Deepfriedokra,0.0,0.0,0.0,16288.0,889.0,17177.0
20170501000832,ThaddeusB,0.0,0.0,0.0,8.0,0.0,8.0
20170501000843,Bjarki S,0.0,0.0,0.0,188.0,1.0,189.0
20170501000847,Shyam,0.0,0.0,0.0,48.0,9.0,57.0
20170506221817,Dennis Brown,0.0,0.0,0.0,751.0,4.0,755.0
20170510155918,Clpo13,0.0,0.0,0.0,108.0,4.0,112.0
20170515162738,Khaosworks101,0.0,0.0,0.0,18.0,0.0,18.0
20170530143259,ONUnicorn,0.0,0.0,0.0,909.0,144.0,1053.0
20170622034343,Happyme22,0.0,0.0,0.0,2.0,0.0,2.0
20170622115648,Dragons flight,0.0,0.0,0.0,55.0,0.0,55.0
20170701115610,Chuck SMITH,0.0,0.0,0.0,1.0,0.0,1.0
20170707125506,Anarchyte,0.0,0.0,0.0,2137.0,335.0,2472.0
20170713155035,GeneralizationsAreBad,0.0,0.0,0.0,148.0,1.0,149.0
20170723163049,Cullen328,0.0,0.0,0.0,7543.0,74.0,7617.0
20170801004040,Ffirehorse,0.0,0.0,0.0,10.0,0.0,10.0
20170801004043,Celestianpower,0.0,0.0,0.0,5.0,0.0,5.0
20170814103945,Nakon,0.0,0.0,0.0,5.0,1.0,6.0
20170824154206,Scott,0.0,0.0,0.0,149.0,5.0,154.0
20170914222602,Boing! said Zebedee,0.0,0.0,0.0,4082.0,102.0,4184.0
20170929204737,Ad Orientem,0.0,0.0,0.0,6198.0,101.0,6299.0
20171001004321,Mr.Z-man,0.0,0.0,0.0,1.0,0.0,1.0
20171001004345,Yelyos,0.0,0.0,0.0,1.0,1.0,2.0
20171016202718,Megalibrarygirl,0.0,0.0,0.0,7958.0,11.0,7969.0
20171019142353,TonyBallioni,0.0,0.0,0.0,3557.0,78.0,3635.0
20171024074857,Vanamonde93,0.0,0.0,0.0,6190.0,85.0,6275.0
20171112002220,JzG,0.0,0.0,0.0,23433.0,707.0,24140.0
20171116030831,AuburnPilot,0.0,0.0,0.0,24.0,0.0,24.0
20171120032604,Ericorbit,0.0,0.0,0.0,1.0,0.0,1.0
20171130165526,Joe Roe,0.0,0.0,0.0,3158.0,51.0,3209.0
20171207211513,Laser brain,0.0,0.0,0.0,961.0,1.0,962.0
20171217202314,Worm That Turned,0.0,0.0,0.0,1168.0,3.0,1171.0
20171229185631,Muboshgu,0.0,0.0,0.0,22794.0,1112.0,23906.0
