a_timestamp,a_name,edits_live_pre,edits_deleted_pre,edits_total_pre,edits_live_post,edits_deleted_post,edits_total_post
20230125130822,Gimmetrow,114.0,0.0,114.0,54.0,0.0,54.0
20230224115023,The Wordsmith,353.0,0.0,353.0,1143.0,9.0,1152.0
20230310231744,Aoidh,1750.0,18.0,1768.0,5608.0,52.0,5660.0
20230408103319,Spicy,2798.0,49.0,2847.0,8086.0,191.0,8277.0
20230515161443,Ingenuity,14708.0,812.0,15520.0,13146.0,83.0,13229.0
20230617203257,Novem Linguae,3639.0,356.0,3995.0,5203.0,89.0,5292.0
20230713001133,Firefangledfeathers,3746.0,37.0,3783.0,3681.0,42.0,3723.0
20230808180239,Pppery,9487.0,1023.0,10510.0,10401.0,709.0,11110.0
20230817172928,Theleekycauldron,4598.0,49.0,4647.0,3248.0,19.0,3267.0
20230926140134,Hey man im josh,87607.0,11083.0,98690.0,15590.0,871.0,16461.0
20231020021701,Tamzin,9749.0,169.0,9918.0,2457.0,17.0,2474.0
20231030072637,0xDeadbeef,1444.0,25.0,1469.0,677.0,14.0,691.0
20231102083340,JPxG,28848.0,1026.0,29874.0,6520.0,43.0,6563.0
20231104095953,Ganesha811,3137.0,40.0,3177.0,779.0,5.0,784.0
20231204024852,Dennis Brown,713.0,4.0,717.0,136.0,0.0,136.0
20231220140537,Clovermoss,3975.0,117.0,4092.0,73.0,0.0,73.0
