a_timestamp,a_name,edits_live_pre,edits_deleted_pre,edits_total_pre,edits_live_post,edits_deleted_post,edits_total_post
20080102040602,Mitchazenia,0.0,0.0,0.0,3354.0,4.0,3358.0
20080103171800,Djsasso,0.0,0.0,0.0,409.0,0.0,409.0
20080103172511,AKeen,0.0,0.0,0.0,91.0,0.0,91.0
20080105182850,Aqwis,0.0,0.0,0.0,30.0,0.0,30.0
20080108231923,Canley,0.0,0.0,0.0,1003.0,2.0,1005.0
20080111031519,Jayron32,0.0,0.0,0.0,4097.0,8.0,4105.0
20080113174558,Jeepday,0.0,0.0,0.0,13.0,0.0,13.0
20080115173901,Keeper76,0.0,0.0,0.0,8.0,0.0,8.0
20080117192514,Ike9898,0.0,0.0,0.0,333.0,2.0,335.0
20080121010659,Islander,0.0,0.0,0.0,1.0,0.0,1.0
20080121182357,Victuallers,0.0,0.0,0.0,12097.0,35.0,12132.0
20080124012724,Alexf,0.0,0.0,0.0,5554.0,72.0,5626.0
20080126012604,DDima,0.0,0.0,0.0,15.0,0.0,15.0
20080126014604,Jauerback,0.0,0.0,0.0,4092.0,15.0,4107.0
20080126055705,Gonzo fan2007,0.0,0.0,0.0,5838.0,61.0,5899.0
20080126155105,Malinaccier,0.0,0.0,0.0,1.0,0.0,1.0
20080126190546,Filelakeshoe,0.0,0.0,0.0,3265.0,117.0,3382.0
20080127142314,Smalljim,0.0,0.0,0.0,186.0,0.0,186.0
20080129000803,EncMstr,0.0,0.0,0.0,13.0,0.0,13.0
20080130130334,Lquilter,0.0,0.0,0.0,108.0,0.0,108.0
20080131181348,CIreland,0.0,0.0,0.0,209.0,0.0,209.0
20080201001930,Happy-melon,0.0,0.0,0.0,25.0,2.0,27.0
20080205151044,Roger Davies,0.0,0.0,0.0,18.0,0.0,18.0
20080206192916,Nancy,0.0,0.0,0.0,2.0,0.0,2.0
20080213165540,Remember the dot,0.0,0.0,0.0,258.0,0.0,258.0
20080214103152,Seresin,0.0,0.0,0.0,23.0,0.0,23.0
20080215120931,Doczilla,0.0,0.0,0.0,733.0,13.0,746.0
20080216033539,MBisanz,0.0,0.0,0.0,1.0,0.0,1.0
20080217235156,Kim Dent-Brown,0.0,0.0,0.0,2.0,0.0,2.0
20080219044315,OhanaUnited,0.0,0.0,0.0,1019.0,0.0,1019.0
20080219223753,Viridae,0.0,0.0,0.0,4.0,0.0,4.0
20080220165655,EdJohnston,0.0,0.0,0.0,945.0,6.0,951.0
20080224210440,Parsecboy,0.0,0.0,0.0,15113.0,66.0,15179.0
20080226191151,Alex.muller,0.0,0.0,0.0,4.0,0.0,4.0
20080227224327,Ckatz,0.0,0.0,0.0,117.0,0.0,117.0
20080228031542,Wizardman,0.0,0.0,0.0,10746.0,218.0,10964.0
20080228044212,Seicer,0.0,0.0,0.0,7.0,0.0,7.0
20080302040601,HangingCurve,0.0,0.0,0.0,2190.0,0.0,2190.0
20080304201223,Deacon of Pndapetzim,0.0,0.0,0.0,276.0,6.0,282.0
20080307000348,Shoeofdeath,0.0,0.0,0.0,34.0,0.0,34.0
20080313202026,Discospinster,0.0,0.0,0.0,53986.0,568.0,54554.0
20080314091656,Toddst1,0.0,0.0,0.0,3465.0,182.0,3647.0
20080314163305,Voice of Clam,0.0,0.0,0.0,654.0,33.0,687.0
20080315070514,Scott5114,0.0,0.0,0.0,82.0,0.0,82.0
20080317212608,Hurricanehink,0.0,0.0,0.0,425.0,4.0,429.0
20080320195834,DeirdreAnne,0.0,0.0,0.0,24.0,0.0,24.0
20080322035125,LadyofShalott,0.0,0.0,0.0,1111.0,138.0,1249.0
20080325025206,KnowledgeOfSelf,0.0,0.0,0.0,2.0,0.0,2.0
20080331155051,Stwalkerster,0.0,0.0,0.0,500.0,52.0,552.0
20080403150901,KnightLago,0.0,0.0,0.0,5.0,0.0,5.0
20080411094116,Davidgothberg,0.0,0.0,0.0,48.0,0.0,48.0
20080423194120,Steven Walling,0.0,0.0,0.0,1086.0,6.0,1092.0
20080424073423,Sjakkalle,0.0,0.0,0.0,83.0,0.0,83.0
20080424115730,MilborneOne,0.0,0.0,0.0,112.0,1.0,113.0
20080501113914,Horologium,0.0,0.0,0.0,10.0,0.0,10.0
20080501234956,Peteforsyth,0.0,0.0,0.0,614.0,0.0,614.0
20080513153934,Fox,0.0,0.0,0.0,122.0,0.0,122.0
20080514223058,Risker,0.0,0.0,0.0,246.0,2.0,248.0
20080516082322,Daniel,0.0,0.0,0.0,5200.0,62.0,5262.0
20080516100711,Gatoclass,0.0,0.0,0.0,325.0,0.0,325.0
20080517102313,Jbmurray,0.0,0.0,0.0,29.0,0.0,29.0
20080522142639,Star Mississippi,0.0,0.0,0.0,10401.0,1005.0,11406.0
20080524024439,Slp1,0.0,0.0,0.0,429.0,4.0,433.0
20080527231559,Werdna,0.0,0.0,0.0,1.0,0.0,1.0
20080528190507,ST47,0.0,0.0,0.0,182.0,1.0,183.0
20080602215805,Huntster,0.0,0.0,0.0,129.0,0.0,129.0
20080604005928,Xeno,0.0,0.0,0.0,35.0,0.0,35.0
20080606101701,Ddstretch,0.0,0.0,0.0,2.0,0.0,2.0
20080607065231,Pegship,0.0,0.0,0.0,6874.0,222.0,7096.0
20080618041822,Xavexgoem,0.0,0.0,0.0,46.0,0.0,46.0
20080618065531,LFaraone,0.0,0.0,0.0,262.0,3.0,265.0
20080618221001,Lenticel,0.0,0.0,0.0,4823.0,150.0,4973.0
20080618225613,Pinkville,0.0,0.0,0.0,40.0,0.0,40.0
20080619210050,Cenarium,0.0,0.0,0.0,8.0,0.0,8.0
20080620035013,X!,0.0,0.0,0.0,20.0,0.0,20.0
20080624031400,Brandon,0.0,0.0,0.0,69.0,0.0,69.0
20080629022034,Oren0,0.0,0.0,0.0,1.0,0.0,1.0
