a_timestamp,a_name,edits_live_pre,edits_deleted_pre,edits_total_pre,edits_live_post,edits_deleted_post,edits_total_post
20070102031935,Savidan,0.0,0.0,0.0,52.0,0.0,52.0
20070108000003,Nilfanion,0.0,0.0,0.0,212.0,4.0,216.0
20070109115813,Kinu,0.0,0.0,0.0,614.0,29.0,643.0
20070111000321,Feydey,0.0,0.0,0.0,7.0,1.0,8.0
20070111065831,Visviva,0.0,0.0,0.0,122.0,2.0,124.0
20070116143237,Night Gyr,0.0,0.0,0.0,10.0,0.0,10.0
20070118230650,TSO1D,0.0,0.0,0.0,2.0,0.0,2.0
20070119161007,FT2,0.0,0.0,0.0,513.0,2.0,515.0
20070121054228,Newyorkbrad,0.0,0.0,0.0,1654.0,7.0,1661.0
20070122134319,BozMo,0.0,0.0,0.0,2.0,0.0,2.0
20070122173944,Mysid,0.0,0.0,0.0,22.0,0.0,22.0
20070122212628,Yannismarou,0.0,0.0,0.0,2.0,0.0,2.0
20070125025327,Kuru,0.0,0.0,0.0,9609.0,786.0,10395.0
20070129024714,Wizardman,0.0,0.0,0.0,10969.0,581.0,11550.0
20070130145051,Yandman,0.0,0.0,0.0,1.0,0.0,1.0
20070201002244,Chrislk02,0.0,0.0,0.0,18.0,2.0,20.0
20070205201821,Gilliam,0.0,0.0,0.0,59282.0,510.0,59792.0
20070209111128,Geniac,0.0,0.0,0.0,84.0,12.0,96.0
20070210012319,AnemoneProjectors,0.0,0.0,0.0,18017.0,382.0,18399.0
20070213031254,Garion96,0.0,0.0,0.0,46.0,3.0,49.0
20070214190006,Cuchullain,0.0,0.0,0.0,12624.0,403.0,13027.0
20070215202449,VegaDark,0.0,0.0,0.0,354.0,127.0,481.0
20070216014741,Swatjester,0.0,0.0,0.0,53.0,0.0,53.0
20070216225430,Heimstern,0.0,0.0,0.0,117.0,1.0,118.0
20070218032843,Zzuuzz,0.0,0.0,0.0,8468.0,136.0,8604.0
20070218034324,Delldot,0.0,0.0,0.0,1542.0,13.0,1555.0
20070221011121,Crum375,0.0,0.0,0.0,59.0,0.0,59.0
20070221150639,ProveIt,0.0,0.0,0.0,309.0,0.0,309.0
20070225074648,TimVickers,0.0,0.0,0.0,6.0,0.0,6.0
20070225110959,James086,0.0,0.0,0.0,4852.0,10.0,4862.0
20070226130002,Fram,0.0,0.0,0.0,3935.0,332.0,4267.0
20070228142917,BigHaz,0.0,0.0,0.0,90.0,1.0,91.0
20070228231741,Andrwsc,0.0,0.0,0.0,66.0,2.0,68.0
20070301034759,Georgewilliamherbert,0.0,0.0,0.0,95.0,1.0,96.0
20070302133536,Deryck Chan,0.0,0.0,0.0,3205.0,91.0,3296.0
20070304030926,Bubba hotep,0.0,0.0,0.0,3.0,0.0,3.0
20070304032048,Harryboyles,0.0,0.0,0.0,949.0,50.0,999.0
