a_timestamp,a_name,edits_live_pre,edits_deleted_pre,edits_total_pre,edits_live_post,edits_deleted_post,edits_total_post
20070102031935,Savidan,0.0,0.0,0.0,10.0,0.0,10.0
20070108000003,Nilfanion,0.0,0.0,0.0,378.0,4.0,382.0
20070109115813,Kinu,0.0,0.0,0.0,221.0,20.0,241.0
20070111000321,Feydey,0.0,0.0,0.0,14.0,1.0,15.0
20070111065831,Visviva,0.0,0.0,0.0,615.0,14.0,629.0
20070116143237,Night Gyr,0.0,0.0,0.0,16.0,0.0,16.0
20070119161007,FT2,0.0,0.0,0.0,938.0,2.0,940.0
20070121054228,Newyorkbrad,0.0,0.0,0.0,1127.0,5.0,1132.0
20070122134319,BozMo,0.0,0.0,0.0,10.0,0.0,10.0
20070122173944,Mysid,0.0,0.0,0.0,13.0,0.0,13.0
20070122212628,Yannismarou,0.0,0.0,0.0,0.0,1.0,1.0
20070125025327,Kuru,0.0,0.0,0.0,7313.0,431.0,7744.0
20070129024714,Wizardman,0.0,0.0,0.0,2877.0,26.0,2903.0
20070201002244,Chrislk02,0.0,0.0,0.0,9.0,0.0,9.0
20070205201821,Gilliam,0.0,0.0,0.0,60841.0,631.0,61472.0
20070209111128,Geniac,0.0,0.0,0.0,156.0,6.0,162.0
20070210012319,AnemoneProjectors,0.0,0.0,0.0,8182.0,196.0,8378.0
20070213031254,Garion96,0.0,0.0,0.0,31.0,0.0,31.0
20070214190006,Cuchullain,0.0,0.0,0.0,9334.0,375.0,9709.0
20070215202449,VegaDark,0.0,0.0,0.0,553.0,167.0,720.0
20070216014741,Swatjester,0.0,0.0,0.0,48.0,0.0,48.0
20070216225430,Heimstern,0.0,0.0,0.0,111.0,0.0,111.0
20070218032843,Zzuuzz,0.0,0.0,0.0,9495.0,197.0,9692.0
20070218034324,Delldot,0.0,0.0,0.0,18.0,0.0,18.0
20070221011121,Crum375,0.0,0.0,0.0,40.0,0.0,40.0
20070221150639,ProveIt,0.0,0.0,0.0,400.0,0.0,400.0
20070225074648,TimVickers,0.0,0.0,0.0,12.0,0.0,12.0
20070226020821,Anetode,0.0,0.0,0.0,3.0,0.0,3.0
20070226130002,Fram,0.0,0.0,0.0,5789.0,838.0,6627.0
20070228142917,BigHaz,0.0,0.0,0.0,3033.0,469.0,3502.0
20070228231741,Andrwsc,0.0,0.0,0.0,21.0,0.0,21.0
